name,registration_code,vat,address,phone,email,website,manager,company_type,status,registration_date,share_capital,employees,activities,description,url
"MS7 Export, UAB",,,"Spaustuvininkų g. 11A-5, LT-44307 Kaunas",,,,,,,,,,transportation; logistics services,,https://rekvizitai.vz.lt/en/company/ms7_export/
"Muitinės atstovas, UAB",,,"Palemono g. 171, LT-52107 Kaunas",,,,,,,,,,"customs services, customs; logistics services; transportation",,https://rekvizitai.vz.lt/en/company/uab_muitines_atstovas/
"Multitransa, UAB",,,"Skautų g. 16, Klaipėda",,,,,,,,,,transportation; freight forwarding; logistics services,,https://rekvizitai.vz.lt/en/company/uab_multitransa/
"MULTUM IN PARVO, UAB",,,"Gražjūrio k. 5, Gražjūrio k., LT-75344 Šilalės r",,,,,,,,,,"transportation; car rental; forestry, forest goods; printing houses, publishing services",,https://rekvizitai.vz.lt/en/company/multum_in_parvo/
"Naftotrans, UAB",,,"Taikos pr. 24-13, LT-91222 Klaipėda",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/naftotrans/
"NAUTICA CHARTERING, UAB",,,"Liepų g. 24-7, LT-92113 Klaipėda",,,,,,,,,,cars; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/uab_nautica_chartering/
"UAB ""Nektransa""",,,"Vytauto g. 2, Garliava, Kauno r",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/nektransa/
"Neotransportas, UAB",,,"Metalo g. 9A, LT-28217 Utena",,,,,,,,,,transportation; auto services; logistics services,,https://rekvizitai.vz.lt/en/company/neotransportas/
"Nestelita, UAB",,,"J. Borutos g. 4-29, Kaunas",,,,,,,,,,"fuel, oil products, petrol stations; industrial equipment; transportation",,https://rekvizitai.vz.lt/en/company/nestelita/
"Netda, UAB",,,"Perkūnkiemio g. 13-91, LT-12114 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/netda/
"Nord Agro, MB",,,"Šiluvos g. 28, Tytuvėnai, LT-86494 Kelmės r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/nord_agro/
"NORTH TRANSPORT, UAB",,,"Metalo g. 13A, Vilnius",,,,,,,,,,transportation; cars; logistics services,,https://rekvizitai.vz.lt/en/company/north_transport_uab/
"NRG transport, UAB",,,"Raudondvario pl. 288C, Kaunas",,,,,,,,,,logistics services; moving services; transportation,,https://rekvizitai.vz.lt/en/company/nrg_transport/
"Okutransa, MB",,,"Mokyklos g. 4, Vievis, LT-21378 Elektrėnai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/okutransa/
"Olertra, UAB",,,"Vilkpėdės g. 6, Vilnius",,,,,,,,,,cars; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/uab_olertra/
"ORIENT POLSKA, UAB",,,"J. Savickio g. 4-7, LT-01108 Vilnius",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/orient_polska_uab/
"Ost-West Cargo Transport, UAB",,,"Sodų g. 6, Skaidiškių k., LT-13269 Vilniaus r",,,,,,,,,,transportation; logistics services,,https://rekvizitai.vz.lt/en/company/uab_dekrus/
"Bendra Lietuvos-Rusijos įmonė UAB ""OSTKAMA""",,,"Architektų g. 67-66, LT-04217 Vilnius",,,,,,,,,,cars; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/ostkama_bendra_lietuvos_rusijos_imone/
"Otakus, UAB",,,"Partizanų g. 25, LT-49457 Kaunas",,,,,,,,,,accounting services; logistics services; mail services; transportation,,https://rekvizitai.vz.lt/en/company/otakus/
"Otelas, MB",,,"Panevėžio g. 7-19, LT-92316 Klaipėda",,,,,,,,,,transportation; cars,,https://rekvizitai.vz.lt/en/company/otelas/
"Otto auto, UAB",,,"Spaudos g. 36-1, LT-84130 Joniškis",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/uab_gifts_4kids/
"Ovetrans, UAB",,,"Klevų g. 31, Vaivadų k., LT-38444 Panevėžio r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/uab_ovetrans/
"Pajūrio autobusai, UAB",,,"Dubysos g. 31-1, LT-91181 Klaipėda",,,,,,,,,,cars; logistics services; passenger transport; transportation,,https://rekvizitai.vz.lt/en/company/pajurio_autobusai/
"Pakavimo technologijos, UAB",,,"Akacijų g. 38B-2, Skaidiškių k., LT-13268 Vilniaus r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/pakavimo_technologijos/
J. Pareigio IĮ,,,"Dubysos g. 31A, LT-91181 Klaipėda",,,,,,,,,,"building services; buses, minibuses for rent; transportation",,https://rekvizitai.vz.lt/en/company/j_pareigio_ii/
"Pasiutę Kaune, MB",,,"Pramonės pr. 3-56, LT-51382 Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/pasiute_kaune/
"Pasmalvės, UAB",,,"Sedulinos al. 35-17, LT-31232 Visaginas",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/pasmalves/
"Pasvalio autobusų parkas, UAB",,,"Vilniaus g. 39-1, LT-39180 Pasvalys",,,,,,,,,,logistics services; passenger transport; transportation,,https://rekvizitai.vz.lt/en/company/pasvalio_autobusu_parkas/
"Pelimer, MB",,,"Rasos g. 10, LT-58160 Kėdainiai",,,,,,,,,,other activities; freight forwarding; transportation,,https://rekvizitai.vz.lt/en/company/pelimer/
"Picolina, UAB",,,"Ulonų g. 5, LT-08240 Vilnius",,,,,,,,,,food products; logistics services; meat and meat products; transportation,,https://rekvizitai.vz.lt/en/company/picolina/
"Portora, MB",,,"Maučiuvio g. 17-4, Nairių k., LT-39380 Pasvalio r",,,,,,,,,,freight forwarding; logistics services; transportation; wholesale,,https://rekvizitai.vz.lt/en/company/apskaita_ir_balansas_verslui/
"Prarida, UAB",,,"Plungės g. 40, Budrikių k., LT-90301 Rietavas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/p_bagociaus_ii/
"UAB ""Prie klevo""",,,"Rotušės a. 6, LT-97140 Kretinga",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/klevas_p_laucio_prekybos_imone/
"Proargo, UAB",,,"Vytauto g. 46-16, Vilnius",,,,,,,,,,"plastic, rubber and its products; cars; transportation",,https://rekvizitai.vz.lt/en/company/uab_proargo/
"Prokolina, MB",,,"Savanorių pr. 65A, LT-03149 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/prokolina/
"Promo Vision, UAB",,,"Didžioji g. 18, LT-01128 Vilnius",,,,,,,,,,advertising services; transportation,,https://rekvizitai.vz.lt/en/company/promo_vision/
"Pvtekas, MB",,,"Apolinaro Juozo Povilaičio g. 8-63, LT-04336 Vilnius",,,,,,,,,,"buses, minibuses for rent; transportation",,https://rekvizitai.vz.lt/en/company/pvtekas/
R. Adomavičienės IĮ,,,"Tryškių g. 3, LT-87127 Telšiai",,,,,,,,,,logistics services; passenger transport; transportation,,https://rekvizitai.vz.lt/en/company/r_adomavicienes_ii/
R. Matusevičiaus IĮ,,,"Serbentų g. 10, Padvariškių k., Alytaus r",,,,,,,,,,cars; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/r_matuseviciaus_ii/
R. Mikutos įmonė,,,"Mastupio g. 11, Telšiai",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/r_mikutos_imone/
"R.E. transport, UAB",,,"Stiklo g. 10-49, Radviliškis",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/r_e_transport/
"Raddhi, MB",,,"Gilužio g. 10, LT-06279 Vilnius",,,,,,,,,,transportation; cars,,https://rekvizitai.vz.lt/en/company/meskines_servisas/
"UAB ""Raidia""",,,"Ateities g. 30-22, LT-66314 Druskininkai",,,,,,,,,,cars; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/uab_raidia/
"Raimvalda, UAB",,,"Mildos g. 31, Domeikavos k., LT-54359 Kauno r",,,,,,,,,,cars; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/raimvalda/
"Raywestex, UAB",,,"Fizikų g. 12-50, Vilnius",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/raywestex/
Ramūno Kavaliausko Firma,,,"Chemikų g. 15-19, Kėdainiai",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/ramuno_kavaliausko_firma/
"RDH Trans, UAB",,,"Upelio g. 2A-19, Širvintos",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/rdh_trans/
"Rebuild, MB",,,"Statybininkų g. 15-1, LT-83163 Pakruojis",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/rebuild/
"Regtoma, UAB",,,"Sodo g. 7, LT-28249 Utena",,,,,,,,,,cars; transportation,,https://rekvizitai.vz.lt/en/company/regtoma/
"Remaida, MB",,,"Kleboniškio g. 26, LT-44104 Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/remaida/
"UAB ""Rerum""",,,"Eišiškių pl. 47-101, Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/rerum/
"Restofas, UAB",,,"Darbo g. 2, LT-99116 Šilutė",,,,,,,,,,"transportation; heating, equipment; ventilation and conditioning services",,https://rekvizitai.vz.lt/en/company/restofas/
"Ridvidas, UAB",,,"Dariaus ir Girėno g. 15-30, Gargždai, LT-96143 Klaipėdos r",,,,,,,,,,transportation; cars; logistics services,,https://rekvizitai.vz.lt/en/company/uab_ridvidas/
"Rilas, MB",,,"Riešutų g. 11, Radikių k., Kauno r",,,,,,,,,,transportation; online stores; retail,,https://rekvizitai.vz.lt/en/company/rilas/
"Rimeta, IĮ",,,"Žvaigždžių g. 11-7, LT-37109 Panevėžys",,,,,,,,,,"passenger transport; buses, minibuses for rent; car rental; transportation",,https://rekvizitai.vz.lt/en/company/rimeta/
"Rimkveža, MB",,,"Švyturio g. 25, Stanelių k., LT-90487 Plungės r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/rimkveza/
"Rinkgo, MB",,,"V. Nagevičiaus g. 3, LT-08237 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/rinkgo/
"Ripkesa, MB",,,"Alyvų g. 14, Drobstų k., LT-90301 Rietavas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/rietavo_zuvys/
"Rytrama ir ko, UAB",,,"Gamybos g. 2, Liepaloto k., Prienų r",,,,,,,,,,logistics services; transportation,International road transport,https://rekvizitai.vz.lt/en/company/stanislovo_bartasiaus_komercijos_ir_paslaugu_imone/
"Riveža, UAB",,,"Paparčio g. 9, LT-59116 Prienai",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/uab_riveza/
"Roktrasa, UAB",,,"Miškininkų g. 3, LT-42150 Rokiškis",,,,,,,,,,"logistics services; road building, repair, bridges; transportation",,https://rekvizitai.vz.lt/en/company/a_petrulio_zemes_ukio_darbu_paslaugu_imone/
"ROLEKS, UAB",,,"A. Juozapavičiaus pr. 3, LT-45299 Kaunas",,,,,,,,,,cars; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/d_gaidukeviciaus_imone/
"Romantoma, IĮ",,,"Sodininkų g. 28, Šiauliai",,,,,,,,,,auto services; cars; transportation,,https://rekvizitai.vz.lt/en/company/ii_romantoma/
"Ronepa, UAB",,,"Architektų g. 12-9, Šiauliai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/ronepa/
"Ronvila, UAB",,,"Plungės g. 2, Mažųjų Mostaičių k., LT-90372 Plungės r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/ronvila/
"Roteka, MB",,,"Steponiškės k. 3, Steponiškės k., LT-81220 Šiaulių r",,,,,,,,,,transportation; export; import; land reclamation,,https://rekvizitai.vz.lt/en/company/roteka_mb/
"Ruslita, UAB",,,"Meistrų g. 13, Vilnius",,,,,,,,,,leather products; cars; transportation; wholesale,,https://rekvizitai.vz.lt/en/company/ruslita/
"Ruvio, UAB",,,"Savanorių pr. 124A, Vilnius",,,,,,,,,,logistics services; cars; transportation,,https://rekvizitai.vz.lt/en/company/uab_nuostoliu_valdymo_centras/
"S-Transportas, UAB",,,"Pakalniškių g. 7, Vilnius",,,,,,,,,,cars; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/arvydo_stalnionio/
S. Grigūno įmonė,,,"J. Zikaro g. 56, LT-37110 Panevėžys",,,,,,,,,,cars; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/griguno_s/
"Samogitian Group, UAB",,,"Vydūno g. 2, LT-87323 Telšiai",,,,,,,,,,transportation; freight forwarding; logistics services,,https://rekvizitai.vz.lt/en/company/elifina/
"Sanida, UAB",,,"Topolių g. 12, Lumpėnų k., Pagėgiai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/sanida/
"Santvera, UAB",,,"Treniotos g. 2-12, LT-08121 Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/santvera/
UAB Sartoma,,,"Kauno g. 47, Bačkininkėlių k., Prienų r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/uab_sartoma/
"Saurima, IĮ",,,"Mindaugo g. 19, Vilkaviškis",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/saurima/
"Savila, UAB",,,"Gedimino g. 28, Trakai",,,,,,,,,,freight forwarding; cars; transportation,,https://rekvizitai.vz.lt/en/company/savila/
"SEA CARGO SUPERVISION, UAB",,,"Taikos pr. 18-8, LT-91224 Klaipėda",,,,,,,,,,cars; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/uab_sea_cargo_supervision/
"Semitas, MB",,,"Durpyno g. 9, Dabužių I k., LT-29271 Anykščių r",,,,,,,,,,transportation; logistics services,,https://rekvizitai.vz.lt/en/company/semitas/
"Sempresta, UAB",,,"S. Stanevičiaus g. 34-46, Vilnius",,,,,,,,,,cars; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/sempresta/
"Sendeka, UAB",,,"Šiaurės g. 54-2, LT-70150 Vilkaviškis",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/sendeka_a_runo_ii/
"Serveka Energy, UAB",,,"Lukiškių g. 3, LT-01108 Vilnius",,,,,,,,,,office for rent; cars; transportation,,https://rekvizitai.vz.lt/en/company/serveka_energy/
"Servekt, UAB",,,"V. A. Graičiūno g. 10, LT-02241 Vilnius",,,,,,,,,,"moving services; cars; tourism, travels, services; transportation",,https://rekvizitai.vz.lt/en/company/servekt/
"Sijota, UAB",,,"Dvaro g. 30, Telšiai",,,,,,,,,,logistics services; moving services; transportation,,https://rekvizitai.vz.lt/en/company/sijota/
"Silverta Auto, UAB",,,"Užnerio g. 45L, Kaunas",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/silverta_auto/
"UAB ""SINTIVA""",,,"Justiniškių g. 91, LT-05253 Vilnius",,,,,,,,,,"passenger transport; car rental; tourism, travels, services; transportation",,https://rekvizitai.vz.lt/en/company/sintiva/
"""SITRA LT"" filialas Panevėžyje, UAB",,,"J. Janonio g. 11, LT-35101 Panevėžys",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/sitra_lt_filialas_panevezyje/
"Skiedrovežis, UAB",,,"Centrinė g. 7, Balninkų k., Alytaus r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/skiedrovezis/
"Skyline Transport, UAB",,,"A. Juozapavičiaus g. 3, Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/skyline_transport/
"Skirtas, IĮ",,,"Pievų g. 8, Meškuičiai, Šiaulių r",,,,,,,,,,transportation; cars; logistics services,,https://rekvizitai.vz.lt/en/company/skirtas/
"Skongalio transportas, UAB",,,"Josvainių g. 75, Kėdainiai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/skongalio_transportas/
"Slanktransa, UAB",,,"Aušros g. 4B, Dauparų k., LT-96169 Klaipėdos r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/uab_slanktransa/
"Smagratis, UAB",,,"Rožių g. 19, Uliūnų k., LT-38241 Panevėžio r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/smagratis/
"Smaragdas, UAB",,,"Švitrigailos g. 11K-109, LT-03228 Vilnius",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/magneta_lt/
"Smėlena, UAB",,,"Šalpirčių k., LT-80253 Šiaulių r",,,,,,,,,,building services; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/smelena/
"UAB ""Sostinės verslo vizija""",,,"M. Riomerio g. 23-13, LT-51446 Kaunas",,,,,,,,,,consulting services; transportation,,https://rekvizitai.vz.lt/en/company/sostines_verslo_vizija/
UAB STABERA,,,"Jurgio Baltrušaičio g. 9-136, Vilnius",,,,,,,,,,building services; transportation,,https://rekvizitai.vz.lt/en/company/uab_stabera/
"Starbora, UAB",,,"Ūmėdžių g. 72-1, LT-02302 Vilnius",,,,,,,,,,car parts; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/uab_starbora/
"Stonroma, UAB",,,"Raguviškių g. 12, Jokūbavo k., LT-97210 Kretingos r",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/stonroma/
UAB STUGALDA,,,"Gegužių g. 54-18, Šiauliai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/uab_stugalda/
"A. Knystauto įmonė ""SUNKRIDA"", IĮ",,,"Nemenčinės pl. 90C, LT-10103 Vilnius",,,,,,,,,,,,https://rekvizitai.vz.lt/en/company/sunkrida_a_knystauto_imone/
"Svada, UAB",,,"Šilutės pl. 105A, LT-95112 Klaipėda",,,,,,,,,,transportation; freight forwarding,,https://rekvizitai.vz.lt/en/company/svada/
"SVAP GROUP, MB",,,"Vilniaus g. 17, Kalvelių k., LT-13148 Vilniaus r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/svap_group/
"Šakių buitis, UAB",,,"Islandijos g. 6, LT-71121 Šakiai",,,,,,,,,,"retail; ritual services and goods; tombstones, monuments; transportation",,https://rekvizitai.vz.lt/en/company/sakiu_buitis/
"Šefrena, UAB",,,"Panevėžio g. 20, LT-92308 Klaipėda",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/sefrena/
"Širvintų autobusų parkas, UAB",,,"Zibalų g. 47, LT-19107 Širvintos",,,,,,,,,,logistics services; passenger transport; transportation,,https://rekvizitai.vz.lt/en/company/sirvintu_autobusu_parkas/
"Šturmas, UAB",,,"Palangos g. 26, Šiauliai",,,,,,,,,,building services; transportation,,https://rekvizitai.vz.lt/en/company/sturmas/
"T Transport, UAB",,,"Europos Parko g. 248, LT-14269 Vilnius",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/uab_t_transport/
Tado Žukausko IĮ,,,"Vilniaus g. 32, Karmėlava, LT-54461 Kauno r",,,,,,,,,,cars; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/t_zukausko_imone/
"Taksta, UAB",,,"Laumių g. 12, LT-08402 Vilnius",,,,,,,,,,cars; freight forwarding; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/taksta/
"Tauratrans, UAB",,,"J. Tumo-Vaižganto g. 134-41, Tauragė",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/uab_tauratrans/
"TAURUS QUADRA, UAB",,,"Žardininkų g. 18-131, LT-94233 Klaipėda",,,,,,,,,,transportation; computer software development,,https://rekvizitai.vz.lt/en/company/taurus_quadra/
"Tegu, UAB",,,"Kalvarijų g. 23A-2A, Vilnius",,,,,,,,,,cars; logistics services; transportation,,https://rekvizitai.vz.lt/en/company/tegu/
"TELEVISUMA IR KO, UAB",,,"Kuosų g. 20-28, LT-91187 Klaipėda",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/uab_televisuma_ir_ko/
"Tiekimo garantas, UAB",,,"Gūvainių k. 1, Gūvainių k., LT-75343 Šilalės r",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/tiekimo_garantas/
"Tigrida, UAB",,,"Gluosnių g. 3, Degučių k., Šilutės r",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/gitama/
"TIK Trans, UAB",,,"Šilutės pl. 27, Klaipėda",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/blaivita/
"Timotrans, MB",,,"Kretingos g. 179B-15, LT-92330 Klaipėda",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/timotrans/
"UAB ""Tirola Logistics""",,,"Žalgirio g. 112A, LT-09300 Vilnius",,,,,,,,,,logistics services; transportation,,https://rekvizitai.vz.lt/en/company/tirola_logistics/
"TLB, UAB",,,"Virbeliškių g. 3-40, LT-05268 Vilnius",,,,,,,,,,transportation; cars; logistics services,,https://rekvizitai.vz.lt/en/company/uab_tlb/
"Tobeka, UAB",,,"Ateities Sodų 4-oji g. 89, Vilnius",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/tobeka/
"Togna, UAB",,,"J. Janonio g. 30-5, LT-35289 Panevėžys",,,,,,,,,,clothing; food products; transportation; wholesale,,https://rekvizitai.vz.lt/en/company/togna/
"Tomgina, UAB",,,"V. A. Graičiūno g. 34, LT-02241 Vilnius",,,,,,,,,,transportation; freight forwarding; logistics services,,https://rekvizitai.vz.lt/en/company/tomgina/
"Tomiras, UAB",,,"Vytauto g. 82, Kalvarija",,,,,,,,,,transportation; logistics services; parking; warehouses,,https://rekvizitai.vz.lt/en/company/tomiras/
UAB Tomjura,,,"Senojo Plento g. 8, LT-99241 Pagėgiai",,,,,,,,,,transportation,,https://rekvizitai.vz.lt/en/company/uab_tomjura/
"Tomobilis, UAB",,,"Vandžiogalos pl. 106M, Domeikavos k., Kauno r",,,,,,,,,,auto services; cars; transportation,,https://rekvizitai.vz.lt/en/company/tomobilis/
